"","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","salary"
"26107",48,"Private",85341,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"26112",25,"Private",188767,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26113",20,"Private",117222,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,50,"United-States","<=50K"
"26114",61,"Self-emp-inc",171831,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",2829,0,45,"United-States","<=50K"
"26116",42,"Local-gov",97277,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"26117",26,"Local-gov",219760,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,16,"United-States","<=50K"
"26118",46,"Private",63299,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
"26119",39,"State-gov",171482,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"26123",47,"Private",119939,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"26125",43,"State-gov",101383,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"26126",32,"Private",204374,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26130",46,"Local-gov",200947,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
"26131",53,"Self-emp-not-inc",46704,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"26132",43,"Private",119721,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"26133",41,"State-gov",58930,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"26134",35,"Private",247750,"HS-grad",9,"Widowed","Other-service","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
"26135",48,"Private",67725,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K"
"26136",28,"State-gov",200775,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
"26137",44,"Private",183542,"Bachelors",13,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,32,"United-States","<=50K"
"26140",28,"Private",269786,"HS-grad",9,"Never-married","Transport-moving","Unmarried","White","Male",0,0,50,"United-States","<=50K"
"26141",36,"Private",51089,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"26142",28,"Private",136985,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United-States","<=50K"
"26144",34,"?",35595,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,30,"United-States","<=50K"
"26147",31,"Private",257644,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,43,"United-States","<=50K"
"26148",44,"Self-emp-not-inc",70884,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
"26150",40,"Private",174395,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"26151",64,"Federal-gov",175534,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"China",">50K"
"26152",54,"Local-gov",173050,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,"United-States",">50K"
"26156",64,"Private",43738,"Doctorate",16,"Widowed","Prof-specialty","Not-in-family","White","Male",0,0,80,"United-States",">50K"
"26157",36,"Private",195385,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"26158",21,"Private",149809,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,24,"United-States","<=50K"
"26160",61,"Private",105384,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"26162",49,"State-gov",324791,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"26164",66,"?",314347,"HS-grad",9,"Married-civ-spouse","?","Husband","Black","Male",0,0,40,"United-States","<=50K"
"26166",22,"Private",321031,"HS-grad",9,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"26168",41,"Private",394669,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1741,40,"United-States","<=50K"
"26169",29,"Private",152951,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"26172",22,"Private",109039,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
"26174",42,"State-gov",74334,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States",">50K"
"26176",29,"Federal-gov",182344,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
"26179",44,"Private",236746,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",10520,0,45,"United-States",">50K"
"26180",21,"Private",187643,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"26183",44,"Federal-gov",29591,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Male",0,2258,40,"United-States",">50K"
"26184",21,"Private",301556,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,19,"United-States","<=50K"
"26186",39,"Private",219483,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",5013,0,32,"United-States","<=50K"
"26187",33,"Private",594187,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"26189",52,"Local-gov",152795,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,52,"United-States",">50K"
"26192",31,"Private",114691,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26194",31,"Private",114691,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"26196",48,"Local-gov",383384,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
"26197",28,"Private",29444,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"26198",42,"Federal-gov",53727,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"?","<=50K"
"26200",43,"Local-gov",113324,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"26201",30,"Private",342709,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"26203",46,"Private",251474,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"26205",22,"Private",37894,"HS-grad",9,"Separated","Other-service","Other-relative","White","Male",0,0,35,"United-States","<=50K"
"26206",18,"State-gov",272918,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,15,"United-States","<=50K"
"26207",53,"Private",151411,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"26208",40,"Private",210648,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States",">50K"
"26209",36,"Self-emp-not-inc",347491,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","<=50K"
"26210",32,"Private",255885,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,43,"United-States",">50K"
"26211",39,"Private",356838,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,12,"United-States","<=50K"
"26212",46,"Private",216164,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"26213",26,"Local-gov",288781,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
"26215",24,"Private",161638,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"Ecuador","<=50K"
"26216",28,"Private",190525,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26217",25,"Local-gov",276249,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
"26219",38,"Private",245090,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Nicaragua","<=50K"
"26220",42,"State-gov",219682,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"26221",28,"Private",392100,"HS-grad",9,"Married-civ-spouse","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26222",36,"Private",358682,"Bachelors",13,"Never-married","Exec-managerial","Other-relative","White","Male",0,0,50,"?","<=50K"
"26223",47,"Private",262244,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Male",0,0,60,"United-States",">50K"
"26224",46,"Private",171228,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3411,0,35,"Guatemala","<=50K"
"26226",19,"?",182609,"HS-grad",9,"Never-married","?","Own-child","Black","Female",0,0,25,"United-States","<=50K"
"26227",35,"Private",509462,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"26228",26,"Private",213258,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"26231",54,"Private",329733,"HS-grad",9,"Never-married","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States",">50K"
"26232",26,"Private",29957,"Masters",14,"Never-married","Tech-support","Other-relative","White","Male",0,0,25,"United-States","<=50K"
"26233",51,"Private",215854,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"26235",27,"Private",405765,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"?",">50K"
"26237",32,"Private",177792,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,48,"United-States",">50K"
"26238",52,"Private",273514,"HS-grad",9,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26240",27,"Local-gov",332785,"HS-grad",9,"Never-married","Protective-serv","Own-child","White","Male",0,0,38,"United-States","<=50K"
"26243",79,"Self-emp-inc",183686,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States",">50K"
"26244",50,"Federal-gov",32801,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Amer-Indian-Eskimo","Female",0,0,40,"United-States",">50K"
"26245",19,"?",195282,"HS-grad",9,"Never-married","?","Own-child","Black","Female",0,0,20,"United-States","<=50K"
"26247",51,"Local-gov",96678,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
"26249",65,"Private",180807,"HS-grad",9,"Separated","Protective-serv","Not-in-family","White","Male",991,0,20,"United-States","<=50K"
"26250",66,"Private",186324,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,5,"United-States",">50K"
"26256",20,"Private",435469,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"Mexico","<=50K"
"26258",32,"Private",168854,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,50,"United-States",">50K"
"26259",44,"Self-emp-not-inc",185057,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",3325,0,40,"United-States","<=50K"
"26262",34,"Private",73161,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"26263",60,"Private",178792,"HS-grad",9,"Widowed","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"26267",49,"Private",379779,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"26269",37,"Self-emp-not-inc",137527,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,2559,60,"United-States",">50K"
"26271",41,"Private",70645,"Masters",14,"Widowed","Prof-specialty","Not-in-family","White","Female",4650,0,55,"United-States","<=50K"
"26272",37,"Private",220644,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,"?","<=50K"
"26275",40,"Self-emp-not-inc",548664,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,15,"United-States","<=50K"
"26277",27,"Private",394927,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
"26278",44,"Self-emp-not-inc",127482,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,50,"England",">50K"
"26281",38,"Private",34378,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
"26282",48,"Self-emp-inc",81513,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"26284",50,"Private",178596,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,1408,50,"United-States","<=50K"
"26285",37,"Private",329026,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
"26286",48,"Private",26490,"Bachelors",13,"Widowed","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K"
"26288",74,"?",169303,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",6767,0,6,"United-States","<=50K"
"26292",39,"Private",101260,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26294",30,"Private",45781,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"26295",27,"Private",134566,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26299",24,"Local-gov",103277,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,50,"United-States","<=50K"
"26301",50,"Self-emp-not-inc",167728,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"26306",27,"Private",207352,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,0,40,"India",">50K"
"26308",34,"Local-gov",104509,"Masters",14,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"26309",55,"Self-emp-not-inc",170350,"HS-grad",9,"Divorced","Other-service","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"26311",36,"State-gov",110964,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1672,38,"United-States","<=50K"
"26313",63,"?",257659,"Masters",14,"Never-married","?","Not-in-family","White","Female",0,0,3,"United-States","<=50K"
"26314",28,"Private",274679,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"26315",38,"Private",252662,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26316",30,"Self-emp-inc",356689,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,"United-States","<=50K"
"26319",53,"Private",139127,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"26323",41,"Private",111483,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26324",60,"Self-emp-not-inc",106118,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States",">50K"
"26326",19,"Private",162094,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26327",24,"Private",216469,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1579,50,"United-States","<=50K"
"26328",56,"Local-gov",381965,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States",">50K"
"26329",28,"Private",145284,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,70,"United-States","<=50K"
